title,description,bloggername,bloggerlink,postdate
코로나 재감염 증상/ 자가격리 기간/ 생활 지원금/ 유급휴가...,코로나 재감염 증상/ 코로나 자가격리 기간/ 코로나 생활 지원금/ 코로나 유급휴가 지원금 신청 지금부터 첫번째 코로나 증상부터 두번째 코로나 (재감염) 까지 걸린 저의 엄청 자세한 후기가 시작됩니다.....,좋은 곳 가서 맛집 투어하는게 제일 좋은 신혼 라미,https://blog.naver.com/boram7064,20220817
"코로나 확진 1,2일차 일기",아마 너무 잦은 기침으로 목이 상한 것 같다. 약은 6시간 간격으로 먹는게 나아보여서 9시 - 3시 - 9시 간격으로 먹을 예정이다. 확실한건 코로나는 감기가 아니다.,할게 많아 신난다,https://blog.naver.com/lessjys1,20220812
"[주간일기 #8] 코로나 확진 일기, 인후통과의 싸움",상상 코로나 어언 몇년차.. 나는 안 걸릴 것 같았고 주변에서 코로나는 느낌이 뽝!! 온다기에 그정돈 아니어서 그냥 얼른 퇴근이나 해야지 하고 생각했다. 어제부터 먹고싶던 삼겹살을 신나게 먹었는데 좀 열이...,Sleep tight &apos;-&apos;,https://blog.naver.com/joyshi,20220731
(해외입국) 입원격리 및 코로나 격리해제 확인서 신청 경험담,7월에 코로나에 걸리고 격리를 마친 후 해외여행을 하게 되는 일정이다. 코로나 확진 후 10일~40일이내의 여행자에게는 입국하는 나라별로 조건이 다르고 한국에 들어올 때는 우리나라의 규정을 따라줘야...,[ DO IT & DON&apos;T DO IT ],https://blog.naver.com/rlatnstmd,20220729
코로나19 확진자 2일차 신속항원검사 격리 심각한 가래 증상,"안녕하세요, 화읽남 입니다 코로나19 확진자가 되고 2일차가 되었는데 오늘은 신속항원검사와 격리 등에 대해 자세하게 일기를 적어 보려고 해요 코로나확진자 자가진단키트 검사 결과 양성으로 확인이 되어서...",화장품읽어주는남자,https://blog.naver.com/cosreader,20220801
코로나로 휴식중,시작해 코로나 검사를 하러 병원을 갔다 아뿔사 이게 왠일입니까? 코로나 양성이 나왔다 순간 왜 무서운 생각이 들었는지 ㅋ 사무실 들어가 업무정리하고 가방 챙겨나와 바로 퇴근해 집에도 들어가지 못하고...,좋은 생각,https://blog.naver.com/khss1529,20220720
코로나BA5 증상,"무서운 전염력을 장착하고 있는 BA5, 켄타우로스(BA275) 때문에 종식될 것만 같았던 코로나가 당분간 더 이어지리라 봅니다. 코로나BA5 특징 BA.5는 오미크론 변이인 하위 변이 중 하나입니다. 2022 남아프리카...",제주도7차재난지원금,https://loveipon.tistory.com/,20220719
코로나 백신 2차 접종 완료..도안엠블병원서,<코로나 예방접종 후기> 2022년 6월 3일(금) 오후 3시 코로나 백신 1차접종 완료. 코로나 19(화이자-바이오 엔텍) 2022년 7월 29일(금) 오전 10시 코로나 백신 2차접종 완료. 코로나 19(화이자-바이오 엔텍) 코로나19...,news042님의 블로그,https://blog.naver.com/news042,20220731
나도 코로나 확진자가 되다_2,아내마저 코로나에 확진된 것은 아닐까 조바심이 났다. 아침에 체온은 37도 정도로 낮아졌다. 인후통과 가래 만 나으면 코로나19가 완쾌될 것 같은 기분이 들었다. 오히려 아내의 몸 상태가 별로 좋지 않았다....,"하나님, 자연, 이웃과의 어울림",https://blog.naver.com/dooliazzi,20220804
코로나 확진 2일차,친구와 통화하면서 너는 코로나 괜찮으냐고 물으니 자기는 #맨발걷기를 일 년째 하고 있는데 맨발걷기를 하면 염증지수가 낮아지고 면역력은 높아져서 코로나에 안 걸렸다고 한다. 맨발걷기를 하는 자기...,수선화의 지구별여행,https://blog.naver.com/onlydo01,20220804
코로나 사회적 거리두기 재시행,그런데 7월부터 전파력이 기존 오미크론 보다 강력한 BA.5변이가 전세계를 강타하며 다시 하루에 한 번 전날 코로나 확진자 수를 확인하며 코로나 재유행 상황을 걱정스럽게 지켜보고 있습니다. 2022년 7월 25일...,텃밭연구소,https://blog.naver.com/aldus_06,20220726
[Weekly #9] 8월 첫째주 일기 / 코로나 일지 feat....,아이 코로나와 함께 나에게 찾아온 코로나. 지금은 격리 해제. 나와 내 아이가 겪은 코로나에 대해 기록해 본다. 아이 (7세) Day 1~2. 고열. 39-40도 / 약 먹으면 37도까지 떨어짐 / 코피 Day 3~. 정상체온 아이는 2일...,maybe_biasa,https://blog.naver.com/nayhs,20220807
재택치료 1주일 끝 / 치킨으로 극복한 코로나,내 몸이 코로나를 극복하느라 에너지를 필요로 하는데 주인이 먹이를 초큼 주니 혓바닥에서 느껴지는... 클리어~ #코로나 #재택치료 중 조금씩 먹으려다 평소보다 훨씬 더 많이 먹고 제가 좋아하는 깐*취킨...,푸른 빛의 서커스,https://blog.naver.com/rebekahhaan,20220721
코로나 치료약,"어제 푸우 씨가 모임에 다녀왔는데요, 지인으로부터 코로나 치료약을 받아왔어요. 지인분이 코로나에 두 번이나 감염되었는데 공교롭게 온가족이 모두 감염되어 치료약을 너무 많이 샀다고 완치되고 남은 약을...",티거&apos;s life,https://blog.naver.com/aramkor,20220730
[7/24] 첫 코로나 확진,"""그런데 이렇게 코로나 환자들 대하면 무섭진 않으신가요? 사명감으로 하시는 거려나..."" ""사명감이라뇨... 코로나도 감기처럼 뾰족한 치료제 없이 그냥 대증요법으로 버텨야 한다고 들었다. 그렇다면 감기몸살에...",Emily’s Studio,https://blog.naver.com/emilywebb,20220725
"요즘 코로나 증상, 격리 공유 (첫번째 코로나 일기) 퓨ㅠㅠ",제가 코로나에 걸렸습니다.. ㅋㅎ 하하하.. ㅠ 그동안 피한다고 잘 피하고 운이 좋았던건지 면역력이 좋았던건지 모르겠지만 코로나 확진자가 10만명이 넘어가는만큼 - 어디에서 어떻게 걸렸는지도 모르게...,WOOSEL,https://blog.naver.com/whj1580,20220726
코로나19 무증상자도 신속항원 검사비 오천원,코로나19 무증상자도 신속항원 검사비 오천원 안녕하세요! 생활에 도움이 되는 정보를 공유하는 재테크 하는 맑음입니다. 현재 방역당국은 자율 방역을 진행하고 있습니다. 기존에는 코로나 19 무증상자의...,재테크하는 맑음,https://blog.naver.com/nanairo44,20220801
"익산시, 코로나 재확산 대비 방역수칙 준수 당부","- 지역 확진자 수 소폭 증가세, 여름철 재유행 대비해야 - 익산시는 코로나19 재확산을 사전에... 시는 여름 휴가철 코로나19 재유행 가능성이 제기됨에 따라 ‣ 다중이용시설 방문 중 개인위생 주의(비누로...",익산시 공식 블로그,https://blog.naver.com/hiksanin,20220704
해외여행 : 한국 출국 입국 시 코로나 검사는?,"오늘은 해외여행을 떠날 때 입, 출국 시 코로나 검사 기준 정보를 알려드리려고 합니다. 대다수의... 하지만 최근 2년간 코로나 확산으로 인해 특정 국가들은 여행자들의 입국을 막아 해외여행이 불가능한 곳도...",여행...,https://blog.naver.com/bjun119,20220729
코로나 확진일지 1. 코로나 확진되다.,그렇게 나는 2년이 넘는 시간을 잘 버텨오다 코로나 첫 확진이 되었다. 불행 중 다행으로 동생들은 이번에도 음성으로 확인됐다. 지영이는 남현이집으로 이동하고 나는 홀로 남아 격리를 시작했다. 코로나라는...,카페 그리고 일상이야기 감성공간 교감,https://blog.naver.com/100ksj,20220803
짜. 코로나 확진자가 되어 버린 8월 둘째주 주간일기,안녕하세요 :) 아리입니다 8월 둘째주는 제가 코로나에 확진되어 쓴 코로나 확진일기를 적어보고자 합니다 흑흑 그렇게 싸돌아다녀도 안걸려서 저는 제가 인간항체인줄로만 알았어요... 근데 결국 저도 한낱...,쓰고 싶은대로 쓰는 블로그 :),https://blog.naver.com/ik9488,20220814
"[블챌] 마켓컬리 구매, 브라운 체온계 신생아 준비 및 코로나...",요즘 코로나도 있어서 걱정스러운 마음에 수시로 체온 체크하며 온도를 살피기 위해 브라운 체온계를... 맞이하시거나 코로나를 대비하여 가정에 하나씩 구비해 두시는걸 추천 드려요 #블챌 #주간일기...,8+8,https://blog.naver.com/minseon35,20220803
코로나 진단키트 편의점에서 구매했어요,코로나 진단키트 편의점에서 구매했어요 코로나19가 시작되고 어느덧 3년이란 시간이 흘렀네요.. 어떻게 이런일이 있을 수 있나 싶었지만 어느덧 마스크는 생활화되었고... 바이러스와의 전쟁은 끝이 보이지...,작은울림의 시작,https://blog.naver.com/for0819,20220721
초등 어린이 코로나 증상과 케어 경험,"그동안 코로나 안 걸렸는 걸 요새 코로나 누가 걸리냐... 그날 저녁, 다음날 아침 두 번에 걸쳐 자가 진단 키트로 검사해 봤는데 음성이었다. 저녁에 하도 아파하길래 등교하기 전에 소아과에 가서 다시...",엄마일기 365,https://blog.naver.com/ssy01201,20220801
코로나 안녕!,시대에 뒤쳐지고 싶지 않아 코로나 득템했어요. ㅋ. 이건 감기 맞네요. 감기보다 목이 좀 더 아프긴... 지금 이걸 읽고 있는 당신! 저 보러 오셔요. ㅋ 코로나 극복하고 격리해제되면요~~ #코로나,젤다의 블로그 -POLARIS TEMPLE,https://blog.naver.com/zeldapark,20220801
사스 코로나19 바이러스는 실험실에서 만들어 졌다는 과학적...,"HIV와 똑같이 작용하여 면역계의 T-세포를 감염시키는 ACE2 수용체를 전혀 사용하지 않고, 코로나19에 감염되면 면역 결핍증에 기여하게 된다. ● 오늘은 과학적 근거와 주장의 이해를 높이기 위해 요점만...",Ozone Therapy(오존 의학),https://blog.naver.com/goodozone,20220804
마늘멸치볶음:코로나를 겪는 식구들을 위해,코로나 이후엔 마늘 많이 먹어줘야 좋다니 마늘멸치볶음처럼 여기저기 마늘 넣는 걸 좀 더 강구해 봐야 할 듯. #마늘멸치볶음 #마늘요리 #멸치요리 #지리멸치 #집밥 #밑반찬 #도시락반찬 잔멸치200그램 마늘90그램...,재미마미의 웃는집,https://blog.naver.com/jeehsong,20220804
유초중등 및 특수학교 코로나 119감염예방관리(제8판),인지하지 못하고 있을 뿐입니다. 하나둘씩 마스크를 벗어야 눈치 잘 보는 대한민국 국민들은 다 벗습니다. 잘못 세뇌된 코로나의 공포에서 벗어나세요. 글자가 흐려서 파일첨부했습니다. 다운 받아 읽어 보세요.,지구별에서 살아가기,https://blog.naver.com/ece777,20220812
대규모이벤트의 개최는 코로나감염자수를 증가시키는가?,[도움이 되는 재미있는 의학논문] 대규모이벤트의 개최는 코로나감염자수를 증가시키는가? 青島周一(근무약제사) 이벤트중지보다 감염을 회피하는 개최방법을 논의해야 코로나19의 감염확대를 막기...,changsoo_kim님의 블로그,https://blog.naver.com/changsoo_kim,20220807
20220801..8월의 시작은 코로나로..,"일과 스트레스를 떠나 일주일 잘 쉬어야지 모처럼의 휴식이니 말이다, 8월.. 부디 모두 건강하게 더위 잘 견디세요. #매일매일빠짐없이기록하기 #원모어백 #오늘하늘 #혼밥#코로나확진",나노기의 추억은 방울방울,https://blog.naver.com/nanoki71,20220801
뉴질랜드 홈스테이 코로나 확진,입국 후 하는 코로나 검사에서는 두번 다 음성이 나와서 여기 가족들과도 편하게 지내고 있었는데... 전 올해 초 4월 중순쯤에 코로나 걸렸었고 백신도 1차 2차 다 화이자로 맞았어요. 처음에는 날씨가...,위러브엔젯 지식iN,https://blog.naver.com/welovenz,20220806
"일본 코로나 PCR검사 당일발급 병원, 일본입국,출국 PCR","일본 출국,입국용 코로나 PCR 검사 당일 발급 코로나 시대가 접어들면서 해외출국시 각종 코로나 검사 및 예방접종 증명서 음성확인서, 회복 증명서 등 요구하는 것들이 많아 졌습니다. 일부 유럽과...",서울배내과,https://blog.naver.com/doctorbae75,20220728
코로나 확진과 그 증상들 7일간의 격리중 1일차 부터 3일차까지,"나에게는 일어나지 않을것만 같았던 코로나 확진, 지난 토요일부터 증상이 시작되었고, 일요일에 코로나를 확진받았으며, 현재 5일차에 접어들었습니다. 저와 제 아내, 딸아이 모두가 코로나로 확진을 받았고...",법률지식센터,https://blog.naver.com/roynim2000,20220728
라스베가스 여행자들이 가장 쉽고 편하게 코로나 검사 받기...,오늘 라스베가스 코로나 검사 포스팅은 라스베가스 스트립에서 도보 접근 (워크인)으로 코로나 검사를 받는 방법의 포스팅 입니다. 베네시안 호텔 그랜드 커널 샵에 있는 월그린 약국에서 검사를 받을 수...,하와이. 미서부. 남태평양은 마할로와 함께,https://blog.naver.com/sseoble,20220719
"주간일기, 코로나 폭탄으로 이번주 생략;;;;","몸의 관절 마디마디가 아픈 기분 지난 번에 구비해 둔 코로나 상비약 중에 해열제, 진통제, 인후염 약을... 드디어 왔구나 코로나 ㅠ.ㅜ 언제쯤이면 목이 안 아프려나 ㅠ.ㅜ 후각, 미각 다 그대로여서 코로나 아닌...",내세상,https://blog.naver.com/amita666,20220729
나이가 들면 코로나19에 걸려 죽어야 하는가?,"사람들이 코로나19에 더 잘 걸린다고 해서, 팍스로비드를 같이 투여하면, 감염 증상이 리바운드되어 더 골치 아픈 일이 벌어질 것이다. 200신으로 70%만 맞으면, 코로나19 전염병이...",Ozone Therapy(오존 의학),https://blog.naver.com/goodozone,20220812
코로나 두번 확진 증상 격리기간 재감염 확진자가족,코로나 재확산 조짐이 심상치 않은 요즘인데요.. 본격적인 휴가철을 맞이해서 그동안 누리지 못했던 여름 휴가를 즐기는 인파가 많아서인지 야외에서의 마스크 의무화가 없어서인지 코로나 재유행에 신경이...,꽃비의 행복한 여행,https://blog.naver.com/beautyfox11,20220730
[영국] 코로나에 걸리다.,"바로 코로나 확진 ^_^ 역시 사람은 함부로 말하면 안 된다. 7월 18일 월요일 잠들기 전 목이 약간... 5도,, 이때 느낌이 왔다, 아 코로나구나,,, 근데 집에 테스트킷이 없어서 매니저한테 나 약국 가서 테스트킷 사...",리얼콩콩,https://blog.naver.com/lrdevils,20220724
코로나 예방접종 증명서 발급,"요즘들어 부쩍 영문 코로나 예방접종 증명서 발급을 요청하시는 분이 많아졌습니다. 코로나 확진자가 증가추세여서 좀 불안하긴 하지만, 그래도 해외여행을 가시는 분들이 많아서 그렇겠죠? 이번엔 코로나...",마이찐의 어제보다 나은 오늘,https://blog.naver.com/zjeenii,20220801
세 번째 코로나 자가격리 끝,#블챌 #주간일기 벌써 #코로나자가격리 를 세 번이나 했다.. 1. 밀접접촉자로 자가격리 2. 코로나 확진 3. 코로나 재확진 두 번의 코로나를 걸리고 쓰는 후기는 첫 번째 코로나는 아무것도 아니었다는 것.. 훨씬...,with Lena,https://blog.naver.com/miracleseon,20220724
"코로나 재유행, 확진인 경우 대처법","코로나 확진 시 이렇게 하세요~! 안녕하세요 광주시 SNS 서포터즈 6기 구희진입니다. 요즈음 코로나가 재유행, 대유행이라는 소식 모두 접하셨나요? 저도 직장에서 코로나가 돌아 지난 몇 년간 잘 버텼으나 결국...",광주시 공식 블로그,https://blog.naver.com/gjcityi,20220722
"이우코로나사태 600명대, 8.13이우시 불면의 밤","8.2 이우 코로나 사태가 확진자가 계속 늘면서, 코로나 사태가 계속 진행되고 있습니다. 이우시 정부는 초기 오미크론 빠른 확산을 저지하기 위하여 도시 전체에 초강경 락다운 정책을 내놓았습니다. 8.11~8.13일...",중국음악세상,https://blog.naver.com/easychina,20220814
[독후 활동지]코로나19보다 더 힘센 것,[독후 활동지]코로나19보다 더 힘센 것 안녕하세요. 청어람주니어입니다. ^^ 청어람주니어의 8월 신간은 초등 동화 '코로나19보다 더 힘센 것'입니다. 《코로나19보다 더 힘센 것》은 더 나은 세상 시리즈의 첫...,청어람주니어 블로그,https://blog.naver.com/juniorbook,20220727
이상자궁출혈과코로나백신,"11일 코로나19 백신안전성위원회(위원장 박병주, 이하 ‘안전성위원회’)**가 발표한 연구 결과에 따른... 구성 *코로나19 예방접종-이상반응 간 인과성 평가 강화 및 독립적인 연구·조사를 위해...",메모생각행동,https://blog.naver.com/jina2996,20220816
"코로나 확진일기(인후통, 기침 언제까지인가 ㅠ)",오래됨 코로나 확진일기 2년 6개월간 잘 버틴건가 싶긴하지만 결국에는 나도 걸리고 말았다 그놈의 코로나19 ㅠ 재유행에도 나는 무사할줄 알았는데 아니었다 이번에는 결국 피하지 못하고 걸리고 말았다 근데...,Grace♥,https://blog.naver.com/dudfks0309,20220802
"30JUN22 Udon Thani, Thailand: 태국에서 코로나 걸린 후기","코로나19가 창궐한지 2년이 훌쩍 지났다. 마스크를 항시 쓰고 다니는 게 너무 답답했지만, 그 외에는 딱히 불편한 것이 없었다. 집돌이이기 때문이다. 회사에서 회식을 안 하는 것도 좋았고, 코로나를 핑계로...",항공+여행블로그✈Thank God It&apos;s Fly-day,https://blog.naver.com/peacestrokes,20220729
코로나 후유증에 대한 한약치료의 효과,코로나 후유증 치료한의원 발효명가 서초한의원 원장입니다. 코로나19에 걸린 지 4주 이내 후유증 환자에게는 기침 가래같은 호흡기 증상이 주로 나타나지만 후유증이 4주 넘게 지속된 환자...,발효명가 서초한의원,https://blog.naver.com/hanaroma71,20220721
코로나 PCR검사 후기,#코로나 #PCR #서북구보건소 와이프가 지난 토요일 몸살기운이 있다고 해서 자가진단 했는데 음성!... 코로나 양성인거 같아서 애들도 근처에 못오게 하고 혼자 잤는데 오늘 아침 8시에 확진 문자 받음! 회사에...,Ths Trace of Sunshine,https://blog.naver.com/amourhsh,20220802
코로나 켄타우로스 변이 ba2.75 증상은? 코로나 백신 효과,"돌연변이인 코로나 켄타우로스 변이 ba2.75를 낳았습니다. 이 변이는 5월에 인도에서 시작되어 빠르게 확산되고 있으며, 국내에서도 최근 발생했다는 소식입니다. 따라서 오늘은 코로나 켄타우로스 변이 ba.2....",의학노트-진료실의 QA,https://blog.naver.com/assdfg2,20220715
몰디브 신혼여행 준비물: 몰디브 관광청 코로나 보험 가입하는...,혹시 코로나에 양성 반응이 나오더라도 격리비용이 하루에 150불이 커버 되오니 걱정 마세요.... 럭스사우스 #이루벨리 #시암월드 #두짓타니 #그랜드파크 #올후벨리 #코로나 #코비드19 #코로나보험,여행산책 속으로,https://blog.naver.com/tourw2000,20220803
코로나확진자의 일상,"줄, 코로나19 양성이었습니다. 그래서 격리기간 괜히 늘리고 싶지 않아서 바로 준비해서 PCR 검사받으러 다녀왔는데, 역시나 양성이었습니다. 먼저 코로나19 정말 아픕니다. 개인적으로 독감에 한 번 걸린 적이...",꿈꾸는 긍정스텔라,https://blog.naver.com/greenher,20220730
코로나 격리 일기.,나는 이틀 목감기 증상이 있었고 항상 편도가 붓는 편이라 코로나라서 특별히 더 아픈 건 없었다.... 이놈의 코로나는 언제 끝이 날는지. 사람이 사람을 피해 다녀야 하는 이 상황이 빨리 끝나고 모두 편하게...,idun&apos;s diary,https://blog.naver.com/bluesky4027,20220717
지금 코로나에 걸린다는 것,자가검진으로 코로나 양성을 확인했다. 당일 보건소에서 pcr 검사를 받았고 나 또한 병원에서... 이미 코로나 걸렸던 사람들이 이건 걸리면 안 다고 했는데... 그게 무슨 말인지 알게됐다. 일요일엔 타이레놀을...,good time,https://blog.naver.com/jinnytree7,20220804
아파도 너무 아픈 코로나 인후통…약도 안 듣고 시간이 흘러야...,코로나 의심 증상으로 며칠간 거의 사경을 헤매다 결국 양성 판정을 받았다. 처음엔 오한을 동반한 심한... '내가 설마 걸리겠나' '그래봐야 가벼운 감기 수준 아냐' 이렇게 방심하고 지내다 코로나19의 위력을...,여행의 사고(思考),https://blog.naver.com/hkkim5209,20220810
코로나일기 1일차,#코로나일기 를 한번 써볼까 한다. 나는원래기록충 지난주 까지 불사신의 기록을 자랑하던나... 저녁에 아얘 감기약먹고 일찍잠 금요일(29일) 출근해서 급한일하고 이번에는 진짜 코로나다싶어서 감 요즘 대기...,I&apos;m always with you ♡,https://blog.naver.com/jety07,20220730
코로나19,"2019년 11월, 중국 우한 지역에서 처음 발생한 코로나 바이러스가 2020년 1월 아시아로, 3월 전 세계적으로... 3년여 세계 경제마저 파탄을 몰고 온 코로나 팬데믹의 사회 현상으로 경제적 침체를 가져왔다. 사회적...",금호랑견문록,https://blog.naver.com/honoris9,20220817
다시 찾아온 여름과 코로나 재유행,코로나가 재유행 하고 있어요 ㅠ.ㅜ 아이와 함께 이번년도도 알차게 보내 봐야지요.. 내년에... 하뤀ㅋㅋㅋㅋ 코로나 안끝나낭 #코로나재유행 #테라스하우스 #도심형테라스 #테라스물놀이 #유튜브키즈...,힐링라이프,https://blog.naver.com/smilewoman_j,20220719
'제로 코로나' 중국 봉쇄가 경제에 미치는 영향,"코로나 팬데믹으로 인해 전 세계가 자국상황에 맞게 코로나 대응책을 실시해 왔습니다. 우리나라는 국민에게 백신 접종권장, 코로나 양성 격리 지침, 사회적 거리두기, 영업 제한, 재택근무 등 사회, 경제...",기획재정부 경제e야기,https://blog.naver.com/mosfnet,20220523
[블챌] 블챌주간일기 8월2주차 - 코로나 롱비드? 기타를 꺼내고...,"참 시간 빠르네요, 어느덧 코로나 자가격리도 끝난지가 10일 정도 지나고 이제 오늘 부터 월요일까지 마지막 여름 연휴가 시작이 되었습니다. 지난 휴가기간 코로나로 인해 쉬지 못했던 것을 이번에 좀 쉬며...","또 다른 세상, 또 다른 나",https://blog.naver.com/synabro68,20220813
"스카이코비원멀티주, 국산 1호 코로나 백신 최종 허가로 코로나...",요즘이라ㅠ 코로나 신규 확진자가 몇 명인지도 제대로 알 수 없었지만! 최근 스카이코비원멀티주라고 하여 국산 1호 코로나 백신 최종 허가 소식과 함께 오랜만에 짚어드리며 정보를 공유하려 하니 오늘도...,"내 몸의 특별한 에너지, 젠요가",https://blog.naver.com/zenyoga01,20220629
결국 내게도 코로나가...: 확진 5일째.,"코로나19 상황이 지속된지 3년은 됐나? 정확히 얼마나 됐는지도 모르겠다. 여튼, 역병의 시대...내게도... *혹시나 저처럼 별 증상없이 근육통이나 소화불량이 갑자기 생기신 경우는 코로나를 의심해 보고 검사...","걷는 사람, 아루미",https://blog.naver.com/blueksan,20220803
코로나19 이후 글로벌 가치사슬(GVC) 이렇게 변했다,"코로나 팬데믹이 가져온 변화가 얼마나 컸는지를 ‘Before Corona’와 ‘After Corona’로 구분해 표현한 것이죠. 특히 눈여겨봐야 할 건 코로나19 이후 글로벌 가치사슬(GVC)의 움직임, 다시 말해 제품 생산...",공식블로그,https://blog.naver.com/kiepblog,20220804
인천공항 코로나 검사센터 위치 / 출국 및 입국 PCR 검사 비용...,"인천국제공항 제1터미널과 제2터미널에 있는 코로나검사센터 위치 확인하기 인천공항 코로나 검사센터 입국 및 출국 PCR 코로나 검사 예약, 시간, 비용 등 2022년 8월 13일 토요일, 광명역에서 인천공항행...","THE HONG [더홍] 홍의성 - SBS스타킹 ""영어킹"" 우승자",https://blog.naver.com/dxsuckit69,20220817
대전 중앙 과학관 코로나 특별전시,코로나 19에 대처하는 우리의 자세 라는 테마로 대전 중앙 과학관에서 특별 전시가 있길래 잠깐 보고 왔습니다. 잠깐 보기에 꽤 괜찮은 구성이었어요. 코로나 이전에 우리에게 너무도 당연했던 일상을 시작으로...,Narae Leather,https://blog.naver.com/naraebaragi,20220718
2022.08.14. 코로나 병상일기 #6 - 확진 엿새째,14:00부터 18:00까지 낮잠 - 하루종일 잠만 잠 코로나는 잠병인가.. 입안이 죄다 헐어서 고통스러워... 조심스럽게...이번 코로나 바이러스도 그런 지독함을 보일 가능성을 점치고 있다... 며칠째 아무런...,Charbell&apos;s,https://blog.naver.com/charbell,20220814
죽어가고 있다! 코로나 100신이 출시된 이후 급증했다(인터뷰),"Haddock에 따르면, 그와 업계의 그의 동료들은 2020년에 코로나19 바이러스가 치명적이라서 곧 수많은 사람들이 무차별적으로 죽을 것이라는 말을 들었을 때 그들의 관 제조업이 큰 상승세를 탈 것이라고...",Ozone Therapy(오존 의학),https://blog.naver.com/goodozone,20220717
코로나 고열은 좀비 같다(격리5일차),코로나가 무섭다는 게 실감 나는 하루 자가격리 4일까지는 견딜만한 정도였다면... 자가격리 4일 저녁... 되었다 코로나 고열증이 시작된 듯 오한이 심해지면서 두꺼운 이불을 두 법 세 겹 뒤집어쓰고 밤 11시 반...,업라이프,https://blog.naver.com/perfect_mom,20220725
코로나19,그리고 코로나 검사나결과 양성이 나온자와 밀접접촉자는 2.3일후에 가면 할수 있다고 담당자에게... 내일 아침 컨디션을 봐야겠다. #코로나19 #코로나테스트기 #아시아나항공 #주교동 #코로나검진 #코로나처방전,수하 지금 어디야?,https://blog.naver.com/dlatngk,20220716
[블챌 주간일기] 7/22~28 혹독한 여름방학 신고식(feat.코로나),애들 코로나 감염 ㅠㅠ 그것도 지난 2월에 이어 2차 감염 ㅠㅠ 게다가 시간차 공격!! 더 이상 할많하않.... 얼굴을 만져보니 열이 후끈후끈 순간 드는 생각....'아 코로나 인가보다 망했다' 그 길로 동네 소아과...,꼰훈마을의 달콤한 하루하루,https://blog.naver.com/hkw01,20220729
인스타 영상이 대박난 한주 그리고 코로나,않다ㅋㅋ 코로나 오늘 엄마가 확진됐다는 소식을 들었다. 문제는 오늘이 아니고 며칠 전 걸리셨는데 아직도 일을 하고 있다는 것이었다. 원장과 시청에 전화해서 항의했는데 어쩔 수 없다는 답변만 받았다...,몽야 작업실,https://blog.naver.com/sanh_sugar,20220811
서울에서 해외출국 코로나검사 가장 싼 병원 '씨젠의료재단',코로나 시국에 후쿠오카와 서울을 몇 번씩 왔다 갔다 하며 여러 병원에서 PCR 검사를 받았습니다.... 공식 홈페이지 https://pr.seegenemedical.com/ #코로나검사 #해외출국pcr검사 #해외출국신속항원검사...,♥ 타비짱의 규슈블로그 ♥,https://blog.naver.com/kyushu_blog,20220630
"코로나19 확진, 자가격리의 한 주",둘 코로나 확진 지난토요일에 내과에서 목감기 진단받고 주말 열심히 약을 먹었는데 목통증이 호전되지 않아 우리 가족 단골 이비인후과인 #조영이비인후과 에 다녀왔다. 체온이 37.4도가 나와 코로나검사를...,▒ 꿈꾸는 자서전 ▒,https://blog.naver.com/raonex,20220718
코로나 백신 부작용 심낭염 급증(부작용 보상 신청 방법),"코로나 백신 부작용 심낭염 급증 코로나 백신으로 인한 부작용이 있으신가요? 저는 '얀센'을 맞고 '모더나'로 추가접종을 했는데, 언젠가부터 심장에 날카로운 칼로 찌르는듯한 통증과 함께 호흡곤란 증상이...",엄마의 매일재테크,https://blog.naver.com/youey79,20220805
코로나   자가격리 3일차  펄펄 끓는 고열 관리,많아서 코로나 무증상 확진으로 시작한 자가격리 3일차는 펄펄 끓는 고열로 힘든 밤을 보내고 나니... 때우고 코로나 처방약을 챙겨 먹고 기운 빠진 모습으로 다시 침대 코로나 확진 이후 하루가 길게 느껴지는...,업라이프,https://blog.naver.com/perfect_mom,20220723
코로나19 백신 추가접종 vs 백신 면역 실패의 첨예한 대립...,인용해 코로나19 백신 추가 접종을 거부할 것을 권고한다. ● 참고: 누가 옳을까? 세월이 지나면 알게... 주류언론이 코로나19 백신에 대한 솔직한 보도와 사실 정보가 왜곡된 상황에서 일반인들이 현상황을...,Ozone Therapy(오존 의학),https://blog.naver.com/goodozone,20220714
코로나 간병기 2.5일차,"코로나 환자가 사용한 식기는 열탕 소독을 하거나, 식기세척기의 스팀살균을 돌리거나, 아예... 병원에 지원 없이 스스로 알아서 헤쳐나가는 위드코로나 확진자 생활기나 배우자 간병 꿀팁 같은 지침서좀...",빛을 잃은 날개: Purple Cave :,https://blog.naver.com/nareatail,20220809
코로나 확진 증상 자가격리 일주일 기록,:D 힘든 시간을 잘 버텨왔는데 결국 끝까지 피하지 못하고 우리 가족은 코로나와 마주했습니다. 엄마 코로나 확진에 이어 아빠 그리고 우리집 1호도 릴레이 코로나 확진!! 감기처럼 가볍게 지나가는 사람도...,레인놀이터,https://blog.naver.com/anhyojoo,20220808
미루어 쓰는 7월 일상(코로나바이러스 자숙은 조금씩 해제중)。,예상했던 코로나의 급증에 쫄아서 집에만 있다가 답답하기 시작해 친구와 신옵에 다녀왔다.... ^-^)b 코로나다 뭐다 일년내내 만나자고 말만하다ㅋㅋ 계속 못만나고있었던 친구를 드디어 만났다. 기대안하고...,일본에서 즐겁게 생활하기♥,https://blog.naver.com/ippuni_jju,20220804
